"","names","IsWinner","Year","followers","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","tempo","time_signature","valence"
"737","Violet - Hole",0,1994,1005549,0.049,0.287,204933,0.78,3.71e-05,"7",0.184,-6.493,"1",167.278,"4",0.383
"738","Lucky - Elle King",0,2023,558167,0.0329,0.537,194427,0.851,0.00105,"4",0.131,-4.591,"1",129.022,"4",0.155
"739","The Last Fight - Velvet Revolver",0,2007,1430572,0.00088,0.261,243053,0.783,1e-04,"7",0.0753,-4.335,"1",185.076,"4",0.463
"740","Sober - TOOL",0,1993,3164317,0.000183,0.385,306853,0.673,0.149,"2",0.0721,-8.182,"1",149.271,"4",0.187
"741","Cruel - St. Vincent",0,2011,804933,0.0104,0.57,214987,0.704,0.455,"1",0.0905,-8.32,"1",115.041,"4",0.437
"742","Don't Get Me Wrong - Matchbox Twenty",0,2023,2350118,0.0122,0.636,173132,0.743,0,"4",0.125,-6.128,"1",140.041,"4",0.704
"743","She Keeps Me Up - Nickelback",0,2014,6339797,0.0107,0.766,237667,0.725,8.23e-05,"9",0.0237,-4.991,"1",100.008,"4",0.741
"744","GOOD TIMES - Jungle",0,2022,886702,0.0856,0.629,181312,0.947,0.0262,"11",0.328,-4.414,"0",133.007,"4",0.659
"745","Chemistry - Semisonic",0,2001,415658,0.00974,0.621,248827,0.892,0.000477,"9",0.134,-5.634,"1",119.042,"4",0.926
"746","Creep - Acoustic - Radiohead",0,1992,8278013,0.557,0.399,258640,0.239,0.000203,"7",0.121,-17.123,"1",166.419,"4",0.147
"747","The Less I Know The Better - Tame Impala",0,2015,6574223,0.0115,0.64,216320,0.74,0.00678,"4",0.167,-4.083,"1",116.879,"4",0.785
"748","On Your Own - Remastered 2016 - The Verve",0,1995,2133985,0.359,0.447,213733,0.711,2.81e-06,"4",0.247,-7.291,"0",86.217,"4",0.379
"749","Basket Case - Green Day",0,1994,14066349,0.00293,0.442,181533,0.943,8.71e-06,"3",0.091,-3.205,"1",85.064,"4",0.781
"750","Stay High - Childish Gambino Version - Brittany Howard",0,2021,200535,0.161,0.839,218400,0.655,0.00026,"9",0.153,-5.793,"1",123.004,"3",0.754
"751","Shining Star - From 'Minions: The Rise of Gru' Soundtrack - Brittany Howard",0,2022,200535,0.376,0.7,172506,0.925,0.00034,"2",0.119,-5.482,"1",104.996,"4",0.622
"752","Good Riddance (Time of Your Life) - Green Day",0,1997,14066349,0.183,0.475,153467,0.432,0,"7",0.161,-7.844,"1",94.605,"4",0.648
"753","Sonnet - The Verve",0,1997,2133985,0.12,0.433,261360,0.725,4.34e-05,"0",0.225,-7.296,"1",89.059,"4",0.376
"754","Whatever - Godsmack",0,1998,2965069,0.000169,0.545,206200,0.882,0.0368,"5",0.332,-4.864,"1",122.259,"4",0.595
"755","All The Way To The River - John Hiatt",0,2018,202880,0.111,0.666,270133,0.802,0.000223,"0",0.12,-5.253,"1",113.374,"4",0.827
"756","You're the One - Tracy Chapman",0,2002,1469088,0.631,0.801,184640,0.45,0,"9",0.573,-8.852,"0",132.446,"4",0.818
"757","DND - Semisonic",0,1998,415658,0.473,0.541,251920,0.556,0.0106,"9",0.195,-7.003,"1",91.014,"4",0.358
"758","Something Just Like This - Coldplay",0,2017,44692754,0.0498,0.617,247160,0.635,1.44e-05,"11",0.164,-6.769,"0",103.019,"4",0.446
"759","Meeting The Master - Greta Van Fleet",0,2023,2341237,0.121,0.22,312200,0.656,0.00652,"6",0.12,-3.929,"1",148.187,"4",0.105
"760","Misery Business - Paramore",0,2007,7803541,0.00272,0.517,211520,0.906,9.26e-06,"1",0.113,-3.677,"1",172.977,"4",0.731
"761","Shiver And Shake - Ryan Adams",0,2017,560455,0.722,0.391,185010,0.392,9.94e-05,"9",0.0983,-14.783,"1",144.014,"4",0.155
"762","Live Forever - Remastered - Oasis",0,1994,8744140,2.31e-05,0.286,276667,0.822,1.31e-05,"9",0.353,-3.366,"0",90.96,"4",0.19
"763","Scott Street - Phoebe Bridgers",0,2017,1775452,0.77,0.508,305001,0.417,0.0928,"10",0.0887,-9.632,"1",134.944,"4",0.483
"764","The Sound of Settling - Death Cab for Cutie",0,2003,1472671,0.00585,0.424,132507,0.763,0.000515,"6",0.226,-6.596,"1",175.349,"4",0.773
"765","Say It Ain't So - Weezer",0,1994,3108370,0.00737,0.634,258827,0.551,1.82e-05,"3",0.07,-7.136,"1",151.779,"4",0.453
"766","Love It If We Made It - The 1975",0,2018,6713807,0.000607,0.472,252926,0.745,2.74e-05,"4",0.0957,-5.297,"1",180.06,"4",0.0631
"767","Fast Slow Disco - St. Vincent",0,2018,804933,0.0386,0.606,197005,0.828,0.000148,"10",0.313,-7.51,"0",113.975,"4",0.388
"768","SPIRITS - NOTHING MORE",0,2022,376861,2.74e-05,0.282,339360,0.938,0.355,"6",0.356,-6.329,"0",127.046,"4",0.235
"769","Across the Universe - Fiona Apple",0,1998,1197111,0.431,0.578,307333,0.481,0.00299,"4",0.0951,-10.545,"1",129.881,"4",0.548
"770","Pretty Noose - Soundgarden",0,1996,4010341,1.79e-05,0.389,251867,0.925,0.244,"0",0.222,-7.97,"1",150.893,"4",0.317
"771","Adios to California - John Hiatt",0,2011,202880,0.512,0.547,227560,0.491,0.0233,"11",0.112,-10.57,"0",149.025,"4",0.435
"772","Never Let Me Go - Florence + The Machine",0,2011,6399322,0.295,0.461,271013,0.73,4.31e-06,"9",0.383,-3.262,"1",145.197,"4",0.253
"773","Still Alive - 3 Doors Down",0,2016,4093688,0.000245,0.427,161947,0.962,0.415,"11",0.157,-4.263,"0",169.943,"4",0.568
"774","Always Alright - Alabama Shakes",0,2013,1589737,0.784,0.693,249170,0.62,0.844,"9",0.112,-6.509,"1",106.346,"4",0.571
"775","Everlasting Light - The Black Keys",0,2010,3867868,0.127,0.641,203773,0.582,0.00632,"4",0.354,-6.554,"1",181.039,"4",0.725
"776","Shark Smile - Edit - Big Thief",0,2017,565534,0.0769,0.688,194760,0.737,0.632,"6",0.114,-9.31,"0",131.041,"4",0.671
"777","Push It - Garbage",0,1998,1101372,0.00034,0.564,242533,0.909,0.11,"0",0.0746,-6.471,"1",123.895,"4",0.892
"778","Way Less Sad - AJR",0,2021,2923531,0.00843,0.701,206108,0.547,0,"2",0.0987,-8.238,"1",140.015,"4",0.4
"779","I Can See Clearly Now - Live at Grand Forks Airbase, Grand Forks, ND - June 1997 - Soul Asylum",0,2004,570643,0.0513,0.571,172347,0.716,0,"7",0.983,-9.126,"1",114.548,"4",0.496
"780","Without a Trace (2022 Remaster) - Soul Asylum",0,1992,570643,0.000485,0.516,212200,0.686,2.3e-05,"7",0.0601,-7.933,"1",123.669,"4",0.47
"781","Blue by You - Turnstile",0,2016,416334,0.215,0.409,78591,0.774,0.104,"7",0.314,-7.273,"1",94.93,"5",0.282
"782","Just Breathe - Pearl Jam",0,2009,8234883,0.721,0.473,215853,0.348,7.42e-05,"0",0.0823,-11.1,"1",107.819,"4",0.283
"783","Three Marlenas - The Wallflowers",0,1996,760376,0.01,0.614,299440,0.576,2.55e-05,"8",0.103,-10.826,"1",107.27,"4",0.522
"784","Run - Snow Patrol",0,2004,2831564,0.000464,0.371,354547,0.64,4.43e-05,"9",0.168,-6.02,"0",74.537,"4",0.197
"785","If I Were - NOTHING MORE",0,2014,376861,0.000575,0.448,212293,0.925,0,"2",0.379,-5.313,"0",76.148,"4",0.404
"786","Rockstar - Nickelback",0,2005,6339797,0.0459,0.616,252040,0.91,0,"0",0.343,-3.004,"1",144.072,"4",0.693
"787","Paradise - Coldplay",0,2011,44692754,0.0509,0.449,278719,0.585,8.75e-05,"5",0.0833,-6.761,"1",139.631,"4",0.212
"788","Drown - Bring Me The Horizon",0,2015,4856358,0.000102,0.405,222093,0.94,2.79e-05,"1",0.719,-3.103,"0",143.126,"4",0.24
"789","Roots And Wings - The Wallflowers",0,2021,760376,0.0145,0.576,234695,0.856,0.0036,"7",0.327,-5.048,"1",118.008,"4",0.843
"790","This Feeling - Alabama Shakes",0,2021,1589737,0.824,0.624,268854,0.333,0.01,"7",0.107,-11.413,"1",130.949,"4",0.316
"791","Will The Circle Be Unbroken - Live - John Hiatt",0,2014,202880,0.2,0.303,538760,0.741,6.88e-05,"7",0.909,-7.833,"1",128.001,"4",0.312
"792","All I Really Want - 2015 Remaster - Alanis Morissette",0,1995,2535001,0.0117,0.562,284093,0.896,0,"10",0.322,-7.974,"0",93.378,"4",0.362
"793","You've Got The Love - Florence + The Machine",0,2009,6399322,0.00455,0.574,168667,0.704,0,"6",0.107,-4.72,"1",109.999,"4",0.368
"794","Under You - Foo Fighters",0,2023,10992790,5.16e-06,0.263,219400,0.977,0,"9",0.148,-2.913,"1",149.982,"4",0.305
"795","Hang Loose - Alabama Shakes",0,2022,1589737,0.329,0.625,144200,0.852,0.0109,"4",0.0971,-4.767,"1",119.809,"4",0.393
"796","Pollyanne - Meredith Brooks",0,1997,117460,0.02,0.58,194867,0.863,1.48e-06,"9",0.122,-5.694,"1",83.093,"4",0.808
"797","Bulletproof - Godsmack",0,2018,2965069,0.000198,0.39,177048,0.91,0,"5",0.156,-3.268,"0",162.253,"4",0.644
"798","Jennifer's Body - Hole",0,1994,1005549,0.00079,0.401,220533,0.863,1.39e-06,"11",0.174,-7.312,"0",81.65,"4",0.55
"799","Awake - Godsmack",0,2000,2965069,1.74e-05,0.395,304373,0.756,0.00665,"7",0.319,-4.12,"1",112.092,"4",0.475
"800","Chasing Stars (feat. James Bay) - James Bay",0,2021,3902405,0.0169,0.594,170457,0.64,0,"10",0.135,-6.865,"1",92.871,"4",0.492
"801","Runaway Train - Live at Grand Forks Airbase, Grand Forks, ND - June 1997 - Soul Asylum",0,2004,570643,0.0565,0.617,271747,0.716,3.85e-05,"0",0.98,-9.43,"1",115.943,"4",0.498
"802","Love is Noise - The Verve",0,2008,2133985,0.000472,0.426,327960,0.865,0,"7",0.385,-4.153,"1",123.06,"4",0.311
"803","What Would You Say - Dave Matthews Band",0,1994,1879861,0.12,0.639,222333,0.942,0.000445,"2",0.0682,-4.68,"1",119.673,"4",0.636
"804","Creep - Radiohead",0,1993,8278013,0.0097,0.515,238640,0.43,0.000133,"7",0.129,-9.935,"1",91.844,"4",0.104
"805","Real World - Matchbox Twenty",0,1996,2350118,0.00628,0.504,231693,0.761,0,"10",0.0892,-5.446,"1",117.999,"4",0.884
"806","Head over Feet - 2015 Remaster - Alanis Morissette",0,1995,2535001,0.0562,0.482,267293,0.808,0,"0",0.202,-7.176,"1",79.599,"4",0.438
"807","Fake Plastic Trees - Radiohead",0,1995,8278013,0.167,0.463,290707,0.229,0.0997,"2",0.202,-12.592,"1",73.543,"4",0.135
"808","I Want You To Love Me - Fiona Apple",0,2020,1197111,0.559,0.528,237713,0.504,0.0414,"9",0.0936,-8.821,"0",141.369,"3",0.712
"809","Sin City - Meredith Brooks",0,1998,117460,0.00198,0.573,255547,0.606,0,"7",0.327,-6.466,"1",126.165,"4",0.405
"810","Journey Through the Past - Neil Young",0,2014,2756298,0.42,0.523,141907,0.305,0,"0",0.162,-12.834,"1",95.854,"4",0.435
"811","The Scientist - Coldplay",0,2002,44692754,0.731,0.557,309600,0.442,1.46e-05,"5",0.11,-7.224,"1",146.277,"4",0.213
"812","Play That Song - Train",0,2017,4293620,0.0231,0.392,243253,0.825,2.25e-06,"0",0.0972,-2.068,"0",98.959,"4",0.482
"813","Dreamer - Ozzy Osbourne",0,2001,4802169,0.0629,0.493,284907,0.636,2.49e-06,"1",0.0921,-7.408,"1",79.419,"4",0.279
"814","FourFiveSeconds - Paul McCartney",0,2015,4416749,0.875,0.582,188238,0.272,0,"2",0.13,-5.662,"1",205.846,"4",0.354
"815","Unholy Confessions - Avenged Sevenfold",0,2003,6262809,0.000359,0.447,283827,0.876,0.00103,"2",0.255,-5.446,"0",92.535,"4",0.532
"816","The Day I Tried To Live - Soundgarden",0,1994,4010341,0.000164,0.472,320107,0.752,0.181,"0",0.0903,-6.051,"1",133.248,"4",0.305
"817","An Ocean In Between The Waves - The War On Drugs",0,2014,883576,0.0116,0.462,431747,0.827,0.421,"5",0.502,-6.682,"1",166.668,"4",0.808
"818","Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik) - Gary Clark Jr.",0,2019,868777,0.00283,0.523,278298,0.896,0.0315,"11",0.183,-3.221,"0",188.137,"4",0.639
"819","Crazy Train - Ozzy Osbourne",0,2020,4802169,0.408,0.454,293183,0.913,0.000271,"9",0.248,-4.008,"1",137.688,"4",0.521
"820","Cherry Lips (Go Baby Go!) - 2021 Remaster - Garbage",0,2001,1101372,0.0843,0.894,192311,0.4,0,"6",0.376,-8.189,"0",116.014,"4",0.969
"821","Boulder To Birmingham - Live - Lucinda Williams",0,2016,227267,0.702,0.348,241640,0.5,3.2e-05,"9",0.92,-7.877,"1",64.736,"4",0.321
"822","Kingslayer (feat. BABYMETAL) - Bring Me The Horizon",0,2020,4856358,0.000207,0.434,220042,0.929,0.00109,"1",0.0916,-2.749,"1",92.541,"4",0.428
"823","Here to Forever - Death Cab for Cutie",0,2022,1472671,0.0741,0.62,226320,0.773,0.000606,"2",0.158,-8.324,"1",157.991,"4",0.934
"824","Sparks - Coldplay",0,2000,44692754,0.748,0.371,227093,0.268,0.0517,"1",0.104,-10.506,"1",102.617,"3",0.165
"825","Guiding Light - Mumford & Sons",0,2018,6495182,0.0565,0.55,217633,0.689,1.23e-05,"7",0.0739,-8.65,"1",100.054,"4",0.294
"826","Just Say Yes - Snow Patrol",0,2013,2831564,0.0214,0.535,281987,0.883,1.17e-05,"9",0.0276,-5.456,"1",108.02,"4",0.253
"827","I Need - Meredith Brooks",0,1997,117460,0.24,0.54,250867,0.969,2.21e-05,"2",0.318,-5.298,"1",86.697,"4",0.815
"828","Record Player - AJR",0,2022,2923531,0.247,0.665,149538,0.686,0,"11",0.062,-7.049,"0",73.987,"4",0.927
"829","Dream Girl Evil - Florence + The Machine",0,2022,6399322,0.0118,0.553,227374,0.71,0.00111,"0",0.149,-6.657,"1",83.026,"4",0.262
"830","Free - Florence + The Machine",0,2022,6399322,0.00777,0.465,234858,0.696,0.00196,"10",0.142,-6.233,"0",174.806,"4",0.0494
"831","Ditmas - Mumford & Sons",0,2015,6495182,0.00543,0.523,218628,0.731,0.00609,"0",0.086,-7.39,"1",144.043,"4",0.555
"832","This Is Why - Paramore",0,2023,7803541,0.00433,0.728,206701,0.76,0.00585,"11",0.13,-6.884,"0",123.045,"4",0.674
"833","So Far Away - Avenged Sevenfold",0,2010,6262809,0.00847,0.286,326813,0.703,7.39e-05,"4",0.142,-4.491,"0",151.297,"4",0.259
"834","The Only Exception - Paramore",0,2009,7803541,0.144,0.452,267653,0.563,0,"4",0.143,-6.607,"1",137.715,"3",0.209
"835","Fix You - Coldplay",0,2005,44692754,0.164,0.209,295533,0.417,0.00196,"3",0.113,-8.74,"1",138.178,"4",0.124
"836","F.N.T. - Semisonic",0,1996,415658,0.000184,0.537,209960,0.773,0.00492,"11",0.099,-6.954,"0",99.823,"4",0.647
"837","Bright Lights - Gary Clark Jr.",0,2012,868777,0.00207,0.515,324787,0.752,2.5e-06,"9",0.129,-1.853,"0",83.541,"4",0.503
"838","Highway Tune - Greta Van Fleet",0,2017,2341237,0.0096,0.582,180640,0.962,0.128,"4",0.283,-3.037,"1",123.971,"4",0.506
"839","Can't Get You Off My Mind - Lenny Kravitz",0,1995,2927212,0.0147,0.567,274000,0.52,3.91e-06,"7",0.25,-10.247,"1",124.708,"4",0.393
"840","Read My Mind - The Killers",0,2006,6998448,0.00572,0.543,246840,0.917,7.76e-05,"1",0.104,-3.391,"1",132.246,"4",0.329
"841","Lithium (with Annie Clark & Pat Smear) - Live - Krist Novoselic",0,2018,6274,0.00213,0.27,287456,0.741,2.72e-06,"8",0.988,-8.665,"1",123.942,"4",0.432
"842","A Lack of Color - Death Cab for Cutie",0,2003,1472671,0.811,0.64,215920,0.324,0.0013,"3",0.108,-12.576,"1",135.803,"4",0.363
"843","Stillness Of Heart - Lenny Kravitz",0,2001,2927212,7.31e-05,0.541,255693,0.505,0.00362,"7",0.266,-7.226,"0",77.119,"4",0.398
"844","I Think I'm Paranoid - Garbage",0,1998,1101372,0.000553,0.559,218135,0.772,0.0332,"0",0.435,-6.947,"1",113.875,"4",0.477
"845","Separate Ways (Worlds Apart) - Daughtry",0,2023,2026864,6.83e-06,0.399,316459,0.892,0.000888,"2",0.74,-4.073,"1",131.003,"4",0.0911
"846","Sweet Sacrifice - Evanescence",0,2006,3873075,0.00679,0.486,185533,0.87,3.15e-06,"2",0.312,-4.947,"1",97.013,"4",0.336
"847","Heavydirtysoul - Twenty One Pilots",0,2015,23703309,0.00397,0.613,234813,0.873,0.00111,"7",0.367,-6.376,"0",129.989,"4",0.392
"848","16 - Highly Suspect",0,2019,568507,0.00124,0.534,278656,0.621,1.39e-05,"2",0.0596,-5.205,"1",91.845,"4",0.186
"849","Slither - Velvet Revolver",0,2004,1430572,0.000266,0.478,248307,0.974,0.0984,"7",0.0738,-3.866,"1",141.077,"4",0.268
"850","Nothing Is Perfect - Live at John F. Kennedy Stadium, 13th July 1985 - Neil Young",0,2018,2756298,0.401,0.4,287637,0.756,0,"5",0.967,-6.174,"1",126.171,"3",0.512
"851","Shoegaze - Alabama Shakes",0,2021,1589737,0.00738,0.559,179482,0.781,0.566,"9",0.129,-5.337,"1",117.896,"4",0.672
"852","This Train is Bound for Glory - Lucinda Williams",0,2013,227267,0.158,0.392,221827,0.942,4.48e-05,"9",0.802,-8.62,"1",174.311,"4",0.582
"853","i/o - Bright-Side Mix - Peter Gabriel",0,2023,1534859,0.269,0.753,232247,0.647,0.0611,"2",0.13,-6.618,"1",124.051,"4",0.456
"854","Knights of Cydonia - Muse",0,2006,7517585,0.000273,0.366,366213,0.963,0.0122,"11",0.115,-5.301,"0",137.114,"4",0.211
"855","Cath... - Death Cab for Cutie",0,2008,1472671,0.0288,0.376,229667,0.92,0.0142,"9",0.132,-7.438,"1",165.792,"4",0.381
"856","Comin' Through - The War On Drugs",0,2010,883576,0.276,0.529,201960,0.733,0.0114,"1",0.193,-7.317,"0",119.042,"4",0.461
"857","The Gold - Phoebe Bridgers Version - Phoebe Bridgers",0,2018,1775452,0.816,0.299,233227,0.399,0.00117,"10",0.147,-12.176,"1",158.253,"3",0.302
"858","Velvet Ring - Big Thief",0,2016,565534,0.688,0.332,155938,0.326,0.0503,"7",0.123,-13.839,"1",137.406,"4",0.3
"859","Singing In My Sleep - Semisonic",0,1998,415658,0.0046,0.448,270933,0.959,0.000102,"4",0.319,-5.502,"1",136.001,"4",0.379
"860","I Want To Come Over - Melissa Etheridge",0,1995,432743,0.0631,0.537,324667,0.488,0.00295,"9",0.108,-9.874,"1",113.796,"4",0.538
"861","Future People - Alabama Shakes",0,2021,1589737,0.101,0.381,201612,0.768,0.122,"6",0.0954,-4.314,"0",154.021,"4",0.509
"862","Pork And Beans - Weezer",0,2008,3108370,0.0109,0.599,189400,0.624,8.06e-06,"6",0.158,-6.622,"1",119.838,"4",0.706
"863","Mary On A Cross - Ghost",0,2022,2447436,0.000187,0.467,244804,0.9,0.000493,"11",0.105,-4.505,"1",130.027,"4",0.554
"864","Frozen Notes - Warren Zevon",0,2022,383799,0.944,0.433,102080,0.164,0,"7",0.114,-14.003,"1",158.094,"4",0.423
"865","Hysteria - Muse",0,2004,7517585,0.000456,0.412,227440,0.92,0.0026,"9",0.11,-4.852,"0",93.162,"4",0.455
"866","Afterlife - Avenged Sevenfold",0,2007,6262809,0.000429,0.487,352427,0.949,2.91e-05,"2",0.231,-4.217,"0",110.02,"4",0.406
"867","Go It Alone - Beck",0,2005,1437831,0.557,0.869,248840,0.393,0.557,"1",0.105,-10.438,"1",149.953,"4",0.519
